Unnamed: 0,acquisition_time,record_time_wind1,errcode_wind1,sysstatus_wind1,daynight_wind1,sbatvol_wind1,sbatcurr_wind1,ssolarvol_wind1,ssolarcurr_wind1,swindvol_wind1,swindcurr_wind1,soutcurr_wind1,temp1_wind1,temp2_wind1,qpercent_wind1,sumkwl_wind1,sumkwh_wind1,sumwl_wind1,sumwh_wind1,windrpm_wind1,batnvol_wind1,floatvol_wind1,finalvol_wind1,finalrvol_wind1,fullvol_wind1,fullrvol_wind1,norcap_wind1,handbrake_wind1,windvmax_wind1,windamax_wind1,windrmax_wind1,windpole_wind1,windcutinv_wind1,windabrkdly_wind1,windratedp_wind1,windratedv_wind1,mpptmode_wind1,wind_power_generated_wind1,wind_power_battery_wind1,record_time_wind2,errcode_wind2,sysstatus_wind2,daynight_wind2,sbatvol_wind2,sbatcurr_wind2,ssolarvol_wind2,ssolarcurr_wind2,swindvol_wind2,swindcurr_wind2,soutcurr_wind2,temp1_wind2,temp2_wind2,qpercent_wind2,sumkwl_wind2,sumkwh_wind2,sumwl_wind2,sumwh_wind2,windrpm_wind2,batnvol_wind2,floatvol_wind2,finalvol_wind2,finalrvol_wind2,fullvol_wind2,fullrvol_wind2,norcap_wind2,handbrake_wind2,windvmax_wind2,windamax_wind2,windrmax_wind2,windpole_wind2,windcutinv_wind2,windabrkdly_wind2,windratedp_wind2,windratedv_wind2,mpptmode_wind2,wind_power_generated_wind2,wind_power_battery_wind2,record_time_wind3,errcode_wind3,sysstatus_wind3,daynight_wind3,sbatvol_wind3,sbatcurr_wind3,ssolarvol_wind3,ssolarcurr_wind3,swindvol_wind3,swindcurr_wind3,soutcurr_wind3,temp1_wind3,temp2_wind3,qpercent_wind3,sumkwl_wind3,sumkwh_wind3,sumwl_wind3,sumwh_wind3,windrpm_wind3,batnvol_wind3,floatvol_wind3,finalvol_wind3,finalrvol_wind3,fullvol_wind3,fullrvol_wind3,norcap_wind3,handbrake_wind3,windvmax_wind3,windamax_wind3,windrmax_wind3,windpole_wind3,windcutinv_wind3,windabrkdly_wind3,windratedp_wind3,windratedv_wind3,mpptmode_wind3,wind_power_generated_wind3,wind_power_battery_wind3,record_time_solar1,RTU_register_solar1,RTU_address_solar1,RTU_data_solar1,pv_array_input_voltage_solar1,pv_array_input_current_solar1,load_voltage_solar1,load_current_solar1,battery_temperature_solar1,device_temperature_solar1,battery_SOC_solar1,maximum_battery_voltage_today_solar1,minimum_battery_voltage_today_solar1,battery_power_solar1,generated_energy_this_month_solar1,consumed_energy_this_month_solar1,load_power_solar1,consumed_energy_this_year_solar1,pv_array_input_power_solar1,generated_energy_today_solar1,generated_energy_this_year_solar1,total_consumed_energy_solar1,total_generated_energy_solar1,consumed_energy_today_solar1,record_time_solar2,RTU_register_solar2,RTU_address_solar2,RTU_data_solar2,pv_array_input_voltage_solar2,pv_array_input_current_solar2,load_voltage_solar2,load_current_solar2,battery_temperature_solar2,device_temperature_solar2,battery_SOC_solar2,maximum_battery_voltage_today_solar2,minimum_battery_voltage_today_solar2,battery_power_solar2,generated_energy_this_month_solar2,consumed_energy_this_month_solar2,load_power_solar2,consumed_energy_this_year_solar2,pv_array_input_power_solar2,generated_energy_today_solar2,generated_energy_this_year_solar2,total_consumed_energy_solar2,total_generated_energy_solar2,consumed_energy_today_solar2,record_time_solar3,RTU_register_solar3,RTU_address_solar3,RTU_data_solar3,pv_array_input_voltage_solar3,pv_array_input_current_solar3,load_voltage_solar3,load_current_solar3,battery_temperature_solar3,device_temperature_solar3,battery_SOC_solar3,maximum_battery_voltage_today_solar3,minimum_battery_voltage_today_solar3,battery_power_solar3,generated_energy_this_month_solar3,consumed_energy_this_month_solar3,load_power_solar3,consumed_energy_this_year_solar3,pv_array_input_power_solar3,generated_energy_today_solar3,generated_energy_this_year_solar3,total_consumed_energy_solar3,total_generated_energy_solar3,consumed_energy_today_solar3,total_wind_power,total_solar_power,batstatus_wind2,batvol_wind2,batcurr_wind2,solarvol_wind2,solarcurr_wind2,windvol_wind2,windcurr_wind2,windoffcurr_wind2,loadcurr_wind2,solar_kwh_day_wind2,solar_wh_day_wind2,wind_kwh_day_wind2,wind_wh_day_wind2,load_kwh_day_wind2,load_wh_day_wind2,sol_kwh_cum_wind2,sol_wh_cum_wind2,wind_kwh_cum_wind2,wind_wh_cum_wind2,load_kwh_cum_wind2,load_wh_cum_wind2,load_voltage_wind2,sol_kwh_cum_day_wind2,wind_kwh_cum_day_wind2,gen_kwh_day_wind2,load_kwh_cum_day_wind2,sol_kwh_cum_tot_wind2,wind_kwh_cum_tot_wind2,gen_kwh_cum_tot_wind2,cons_kwh_cum_wind2,sol_chg_pwr_wind2,wind_chg_pwr_wind2,bat_chg_pwr_wind2,load_power_wind2,wind_unld_pwr_wind2,batstatus_wind3,batvol_wind3,batcurr_wind3,solarvol_wind3,solarcurr_wind3,windvol_wind3,windcurr_wind3,windoffcurr_wind3,loadcurr_wind3,solar_kwh_day_wind3,solar_wh_day_wind3,wind_kwh_day_wind3,wind_wh_day_wind3,load_kwh_day_wind3,load_wh_day_wind3,sol_kwh_cum_wind3,sol_wh_cum_wind3,wind_kwh_cum_wind3,wind_wh_cum_wind3,load_kwh_cum_wind3,load_wh_cum_wind3,load_voltage_wind3,sol_kwh_cum_day_wind3,wind_kwh_cum_day_wind3,gen_kwh_day_wind3,load_kwh_cum_day_wind3,sol_kwh_cum_tot_wind3,wind_kwh_cum_tot_wind3,gen_kwh_cum_tot_wind3,cons_kwh_cum_wind3,sol_chg_pwr_wind3,wind_chg_pwr_wind3,bat_chg_pwr_wind3,load_power_wind3,wind_unld_pwr_wind3
0,2024-04-30,2024-04-20 04:41:33.191823872,0.0,3.30784754234902,1.0,27.27064749616829,12.744352874926811,1.1400159511992265,0.8258362304276783,33.78346070338427,9.987715573860296,0.1856071057055578,38.757102053510735,0.4089703701173014,311.2808553801133,33653.97911677008,183.1019722232367,1.1246685178225788,239.85277066675775,27.48159633334472,20.43271762960938,23.01390499258399,28.455619970335952,26.292031822289037,41.828232444550736,0.0,60.0,800.0,800.0,1.0,1.0,3.0,200.0,60.0,1.0,0.0,0.0,393.26965538812425,353.8927086879844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.26965538812425,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2024-05-31,2024-05-16 11:55:46.534237952,0.0,2.091159629865261,1.0,27.103586945697057,8.472953094483453,0.0,0.0,27.77711093754244,6.393045323645677,0.0,34.77819252734735,0.0,88.9335889950511,28858.547554890178,209.2461389429119,0.0,96.18670356052633,20.51667087785603,22.557199446592104,25.69649930824013,23.60622345201754,24.362644967107457,33.850579868429826,15.819462608342103,275.7199446592105,320.6223452017544,356.5756693116228,48.338543411326754,48.338543411326754,7.194554479484649,80.7548083689364,25.844342095625,1198.8449149271162,35.95332410986842,0.599222068497807,246.0706906570032,233.33125952970204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0706906570032,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2024-06-30,2024-06-15 23:38:57.928406016,0.0,2.507228343299454,1.0,27.082792969090494,8.696430632311152,0.0,0.0,28.97978822719269,6.400636190094315,0.0,37.49708499677482,0.0,88.87780373424452,28460.11397203675,236.56376980875507,0.0,0.0,16.135726538937604,24.0,27.5,20.4,23.0,28.4,26.4,420.0,0.0,60.0,80.0,80.0,10.0,1.0,3.0,2000.0,60.0,1.0,247.78918088509613,238.91321420913167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.78918088509613,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2024-07-31,2024-07-17 10:28:47.455039744,0.0,1.91909847790289,1.0,27.085912360772355,7.772220510645984,0.0,0.0,26.09280414534268,5.886880241650616,0.0,36.99092814216596,0.0,88.58382237133789,32998.246894727905,264.9782713641568,0.0,0.0,14.79887536433966,24.0,27.5,20.4,23.0,28.4,26.4,420.0,0.0,60.0,80.0,80.0,10.0,1.0,3.0,2000.0,60.0,1.0,225.1666268139869,214.3131170565778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.1666268139869,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2024-08-31,2024-08-16 12:01:54.151942144,0.0,1.6670156625416337,1.0,26.939604477895617,7.774932560233739,0.0,0.0,26.26079147676704,5.669960761722002,0.0,36.87113574727062,0.0,85.88627191137012,36745.69101052165,286.5007084780109,0.0,0.0,14.59631204753422,24.0,27.5,20.4,23.0,28.4,26.4,420.0,0.0,60.0,80.0,80.0,10.0,1.0,3.0,2000.0,60.0,1.0,221.2952105870602,213.36318786595413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.2952105870602,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2024-10-31,2024-10-18 02:25:53.852680704,0.0,2.5177474406521188,1.0,27.1405652612884,5.3911344803980485,0.0,0.0,25.00787413906281,10.286781136187184,0.0,36.03106534255517,0.0,87.4959150027342,37284.02703314092,337.6065788689369,0.0,0.0,21.025566932903267,24.0,27.5,20.4,23.0,28.399999999999995,26.399999999999995,420.0,0.0,60.0,80.0,80.0,10.0,1.0,3.0,2000.0,60.0,1.0,314.43856040453454,149.98642182599582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-18 02:25:25.447884288,0.0,0.0,0.0,52.94937953264128,0.6865804842693696,0.0,0.0,22.032597947562916,22.84951166336443,0.9382035489927552,282.4689532899474,268.63673431012046,72.06431906221547,25.695437107862222,0.0,0.0,0.0,72.14852122998087,0.9407297827931308,237.21555364240035,0.0,237.2155536450084,0.0,2024-10-18 02:22:11.532824576,0.0,0.0,0.0,47.41331506915049,0.4304529982425179,0.0,0.0,22.51613683715295,22.85803038261159,0.930232105512558,278.8994515790086,267.94200333918985,38.63699458437857,13.87172720143603,0.0,0.0,0.0,38.697611293941286,0.3111676380760487,506.3522865470341,0.0,2337.902286547034,0.0,2024-10-18 02:22:28.670952448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.602912286992243,21.196408654150176,0.9260100474404516,278.768016647511,268.110107456502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.54,6.58,2277.87,0.0,314.43856040453454,110.84613252392217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2024-11-30,2024-11-16 00:00:06.381249024,0.0,2.333531896055123,1.0,26.807337422822844,4.98355836356338,0.0,0.0,25.68832735501593,12.96648299614901,0.0,36.242882135650376,0.0,80.36503940003371,31899.330991759874,352.73648007863085,0.0,0.0,23.33516306625068,24.0,27.5,20.4,23.0,28.4,26.4,420.0,0.0,60.0,80.0,80.0,10.0,1.0,3.0,2000.0,60.0,1.0,381.0689940993026,137.5497444768538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16 00:00:20.761829888,0.0,0.0,0.0,48.56034566259448,0.6631545720003452,0.0,0.0,21.555987957704268,22.22318229662608,0.8938392372235227,280.5481073991302,264.2840471945654,71.06338719636778,27.00257084930477,0.0,0.0,0.0,71.12727355997164,0.9614524113438994,288.5553989745059,0.0,288.55539897689005,0.0,2024-11-16 00:00:01.895928320,0.0,0.0,0.0,44.38824647873136,0.3592264886239421,0.0,0.0,22.10056921836521,22.296916872344973,0.8835574961621221,275.66111296492807,264.18730751747205,34.9135201134369,14.791773014362372,0.0,0.0,0.0,34.96605155232431,0.2736395183223278,531.3800938126743,0.0,2362.9300938138667,0.0,2024-11-15 23:57:50.557368064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.236086412050167,20.78299836736806,0.8769090878090814,275.21775554302565,264.0110394200788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.54,6.58,2277.87,0.0,381.0689940993026,106.09332511229596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2024-12-31,2024-12-01 11:47:44.277973504,0.0,0.0,1.0,22.509842247177083,1.3583416841431035,0.0,0.0,12.13099166296476,1.1862392429517443,0.0,24.05976528198188,0.0,3.174612849571784,17560.372015661644,360.0,0.0,0.0,5.817806336973253,24.0,27.5,20.4,23.0,28.4,26.4,420.0,0.0,60.0,80.0,80.0,10.0,1.0,3.0,2000.0,60.0,1.0,28.19868611630525,30.896855067822347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-01 11:47:47.891932672,0.0,0.0,0.0,41.66165676620481,1.16552682218819,0.0,0.0,20.454589655260214,22.031900088394814,0.3583270098907614,248.4030869070181,224.4778892918593,128.3231530758122,27.71740952263162,0.0,0.0,0.0,128.52490100144414,1.9095514781577505,313.0374095590081,0.0,313.0374095590081,0.0,2024-12-01 11:47:47.464303872,0.0,0.0,0.0,36.94787689050102,0.4023563910485663,0.0,0.0,20.63858670382484,21.054115607525254,0.3404555393453418,234.9529540385868,224.15128665034325,40.45781507743914,9.569588664816036,0.0,0.0,0.0,40.55453858495749,0.2470259512990202,544.8995886648161,0.0,2376.449588664816,0.0,2024-12-01 11:47:37.658550272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.493551277711656,18.884043254024583,0.3253495008171094,240.8601188721342,224.89295975599543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.54,6.58,2277.87,0.0,28.19868611630525,169.07943958640163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2025-01-31,2025-01-24 15:00:50.669531648,0.0,1.2714861929878996,1.0,25.859522184300346,3.2425162891715797,0.0,0.0,13.66411728203537,4.35104871237977,0.0,25.7170338194229,0.0,60.83596028544834,22569.330313372637,360.0,0.0,0.0,11.144529941048711,24.0,27.5,20.4,23.0,28.4,26.4,420.0,0.0,60.0,80.0,80.0,10.0,1.0,3.0,2000.0,60.0,1.0,127.24643561898851,89.10682686937635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-28 02:41:15.335867136,0.0,0.0,0.0,124.03652738519796,0.0950180916606436,1.489204928351595,0.0,15.484811047054151,15.018854824461693,0.0797757516324344,49.595467414085824,30.39005484617847,9.699445192843868,31.26155903853484,0.0,0.0,0.0,9.625344092187728,0.0273167448810044,316.58155903853486,0.0,316.58155903853486,0.0,2025-01-28 07:48:43.780645120,0.0,0.0,0.0,45.253224654286846,0.4934654336230739,4.552426595219281,0.0,16.712236744369815,16.69661978960885,0.8938916781904385,285.379610529435,245.60666801659423,50.61545261260371,4.9465942611615965,0.0,0.0,0.0,50.71813119814303,0.6074861467799288,551.4817652459502,0.0,2383.0317652459503,0.0,2025-01-28 07:49:38.382062848,0.0,0.0,0.0,48.48411322344624,0.6929019151293391,0.0031894833601127,0.0,16.84669566222439,17.076510817396148,0.9080230005191244,277.5166081272848,262.8425202377007,74.30359054768856,15.173829176963128,9.77765866510452,0.0,14.66,74.36252426326077,0.3353535948251548,660.0164737575467,21.24,2301.346473762486,0.0,127.24643561898851,134.70599955359154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-15 04:39:22.307230208,0.0,0.0,0.0,130.42572539871114,0.0,0.0,0.0,14.980417040370757,14.193068303830431,0.0,20.67990794153814,20.3274265215648,0.0,31.28,0.0,0.0,0.0,0.0,0.0,316.6,0.0,316.6,0.0,2025-02-14 23:59:56.344828672,0.0,0.0,0.0,48.32155276584164,0.2776321219160351,0.0,0.0,16.155109571870486,15.543984156128577,0.9778540894437652,282.95750115315275,272.8362012784982,22.00849546596953,11.762197651018289,0.0,0.0,0.0,22.07388836970396,0.2242373003065278,482.0194005547911,0.0,2393.673261357437,0.0,2025-02-14 23:58:51.482825216,0.0,0.0,0.0,54.40700840461349,0.1913479457334523,0.0,0.0,16.167301187211716,15.552360304993108,0.9811309066345176,282.6762587559772,273.31223018990124,17.686337811840833,8.10289204810187,0.0,0.0,14.66,17.731076836630656,0.1109516031869239,669.5728920481017,21.24,2310.902892048102,0.0,0.0,39.80496520633461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
